t'Distributor' Guidance Disruptor Blueprint*	0	0	3	0	B6-XE8 - RC Ammunition -R	Bp Copy Faction	Помехопостановщики наводке орудий*
Small Audit Log Secure Container Blueprint*	10	20	125	0	B6-XE8 - RC Ammunition -R	Bp* Container	Защищенный контейнер с контролем доступа*
Small Audit Log Secure Container Blueprint*	10	20	150	0	B6-XE8 - RC Ammunition -R	Bp* Container	Защищенный контейнер с контролем доступа*
Small Audit Log Secure Container Blueprint*	10	20	125	0	B6-XE8 - RC Ammunition -R	Bp* Container	Защищенный контейнер с контролем доступа*
Small Auxiliary Nano Pump I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — броня*
Small Auxiliary Nano Pump I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — броня*
Small Auxiliary Thrusters I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — астронавигация*
Small Auxiliary Thrusters I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — астронавигация*
Small Bay Loading Accelerator I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — ракетное оружие*
Small Bay Loading Accelerator I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — ракетное оружие*
Small Cap Battery I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Батарея конденсатора*
Small Cap Battery I Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Батарея конденсатора*
Small Cap Battery I Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Батарея конденсатора*
Small Cap Battery I Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Батарея конденсатора*
Small Cap Battery I Blueprint*	10	20	200	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Батарея конденсатора*
Small Cap Battery I Blueprint*	10	20	200	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Батарея конденсатора*
Small Capacitor Booster I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Система подкачки конденсатора*
Small Capacitor Control Circuit I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — энергосеть*
Small Capacitor Control Circuit I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — энергосеть*
Small Cargohold Optimization I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — астронавигация*
Small Cargohold Optimization I Blueprint*	10	20	71	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — астронавигация*
Small Cargohold Optimization I Blueprint*	10	20	75	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — астронавигация*
Small Cargohold Optimization II Blueprint*	3	12	3	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Тюнинг-модуль — астронавигация*
Small Command Processor I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — энергосеть*
Small Command Processor I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — энергосеть*
Small Core Defense Capacitor Safeguard I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — щит*
Small Core Defense Capacitor Safeguard I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — щит*
Small Core Defense Capacitor Safeguard I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — щит*
Small Core Defense Charge Economizer I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — щит*
Small Core Defense Charge Economizer I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — щит*
Small Core Defense Charge Economizer I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — щит*
Small Core Defense Field Extender I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — щит*
Small Core Defense Field Extender I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — щит*
Small Core Defense Field Purger I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — щит*
Small Core Defense Field Purger I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — щит*
Small Core Defense Operational Solidifier I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — щит*
Small Core Defense Operational Solidifier I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — щит*
Small Drone Control Range Augmentor I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — дроны*
Small Drone Control Range Augmentor I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — дроны*
Small Drone Durability Enhancer I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — дроны*
Small Drone Durability Enhancer I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — дроны*
Small Drone Mining Augmentor I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — дроны*
Small Drone Mining Augmentor I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — дроны*
Small Drone Repair Augmentor I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — дроны*
Small Drone Repair Augmentor I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — дроны*
Small Drone Scope Chip I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — дроны*
Small Drone Scope Chip I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — дроны*
Small Drone Speed Augmentor I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — дроны*
Small Drone Speed Augmentor I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — дроны*
Small Dynamic Fuel Valve I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — астронавигация*
Small Dynamic Fuel Valve I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — астронавигация*
Small Egress Port Maximizer I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — энергосеть*
Small Egress Port Maximizer I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — энергосеть*
Small Egress Port Maximizer I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — энергосеть*
Small EM Armor Reinforcer I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — броня*
Small EM Armor Reinforcer I Blueprint*	7	14	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — броня*
Small EM Armor Reinforcer I Blueprint*	9	18	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — броня*
Small EM Armor Reinforcer I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — броня*
Small EM Armor Reinforcer I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — броня*
Small EM Armor Reinforcer I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — броня*
Small EM Armor Reinforcer I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — броня*
Small EM Armor Reinforcer I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — броня*
Small EM Shield Reinforcer I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — щит*
Small EM Shield Reinforcer I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — щит*
Small Emission Scope Sharpener I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль для сканирования*
Small Emission Scope Sharpener I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль для сканирования*
Small Emission Scope Sharpener I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль для сканирования*
Small Energy Ambit Extension I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — лазерное оружие*
Small Energy Ambit Extension II Blueprint*	0	0	2	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Тюнинг-модуль — лазерное оружие*
Small Energy Burst Aerator I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — лазерное оружие*
Small Energy Collision Accelerator I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — лазерное оружие*
Small Energy Collision Accelerator I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — лазерное оружие*
Small Energy Collision Accelerator I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — лазерное оружие*
Small Energy Collision Accelerator I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — лазерное оружие*
Small Energy Collision Accelerator I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — лазерное оружие*
Small Energy Collision Accelerator I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — лазерное оружие*
Small Energy Discharge Elutriation I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — лазерное оружие*
Small Energy Discharge Elutriation I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — лазерное оружие*
Small Energy Discharge Elutriation I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — лазерное оружие*
Small Energy Discharge Elutriation I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — лазерное оружие*
Small Energy Discharge Elutriation I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — лазерное оружие*
Small Energy Discharge Elutriation I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — лазерное оружие*
Small Energy Locus Coordinator I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — лазерное оружие*
Small Energy Locus Coordinator I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — лазерное оружие*
Small Energy Locus Coordinator I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — лазерное оружие*
Small Energy Locus Coordinator I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — лазерное оружие*
Small Energy Locus Coordinator I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — лазерное оружие*
Small Energy Locus Coordinator I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — лазерное оружие*
Small Energy Metastasis Adjuster I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — лазерное оружие*
Small Energy Metastasis Adjuster I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — лазерное оружие*
Small Energy Metastasis Adjuster I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — лазерное оружие*
Small Energy Metastasis Adjuster I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — лазерное оружие*
Small Energy Metastasis Adjuster I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — лазерное оружие*
Small Energy Metastasis Adjuster I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — лазерное оружие*
Small Energy Neutralizer I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Дистанционные нейтрализаторы заряда*
Small Energy Neutralizer I Blueprint*	10	20	200	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Дистанционные нейтрализаторы заряда*
Small Energy Neutralizer I Blueprint*	10	20	200	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Дистанционные нейтрализаторы заряда*
Small Energy Neutralizer I Blueprint*	10	20	200	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Дистанционные нейтрализаторы заряда*
Small Energy Neutralizer I Blueprint*	10	20	200	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Дистанционные нейтрализаторы заряда*
Small Engine Thermal Shielding I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — астронавигация*
Small Engine Thermal Shielding I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — астронавигация*
Small Explosive Armor Reinforcer I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — броня*
Small Explosive Armor Reinforcer I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — броня*
Small Explosive Shield Reinforcer I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — щит*
Small Explosive Shield Reinforcer I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — щит*
Small Focused Beam Laser I Blueprint*	9	18	4	0	B6-XE8 - RC Structure -R	Bp C upgradable	Лазерное орудие*
Small Freight Container Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Транспортный контейнер*
Small Freight Container Blueprint*	10	20	-1	0	B6-XE8 - RC Ammunition -R	Bp* Container	Транспортный контейнер*
Small Freight Container Blueprint*	10	20	150	0	B6-XE8 - RC Ammunition -R	Bp* Container	Транспортный контейнер*
Small Freight Container Blueprint*	10	20	150	0	B6-XE8 - RC Ammunition -R	Bp* Container	Транспортный контейнер*
Small Freight Container Blueprint*	10	20	150	0	B6-XE8 - RC Ammunition -R	Bp* Container	Транспортный контейнер*
Small Freight Container Blueprint*	10	20	150	0	B6-XE8 - RC Ammunition -R	Bp* Container	Транспортный контейнер*
Small Freight Container Blueprint*	10	20	150	0	B6-XE8 - RC Ammunition -R	Bp* Container	Транспортный контейнер*
Small Graviton Smartbomb I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Импульсный излучатель*
Small Graviton Smartbomb I Blueprint*	0	0	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Импульсный излучатель*
Small Graviton Smartbomb I Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Импульсный излучатель*
Small Graviton Smartbomb I Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Импульсный излучатель*
Small Graviton Smartbomb I Blueprint*	10	20	200	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Импульсный излучатель*
Small Graviton Smartbomb I Blueprint*	10	20	200	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Импульсный излучатель*
Small Gravity Capacitor Upgrade I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль для сканирования*
Small Gravity Capacitor Upgrade I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль для сканирования*
Small Gravity Capacitor Upgrade I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль для сканирования*
Small Gravity Capacitor Upgrade I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль для сканирования*
Small Gravity Capacitor Upgrade I Blueprint*	10	20	64	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль для сканирования*
Small Gravity Capacitor Upgrade I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль для сканирования*
Small Gravity Capacitor Upgrade I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль для сканирования*
Small Gravity Capacitor Upgrade I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль для сканирования*
Small Gravity Capacitor Upgrade I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль для сканирования*
Small Gravity Capacitor Upgrade I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль для сканирования*
Small Higgs Anchor I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Якорный тюнинг-модуль*
Small Hull Repairer I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Система ремонта корпуса*
Small Hybrid Ambit Extension I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — гибридное оружие*
Small Hybrid Ambit Extension I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — гибридное оружие*
Small Hybrid Burst Aerator I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — гибридное оружие*
Small Hybrid Burst Aerator I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — гибридное оружие*
Small Hybrid Burst Aerator I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — гибридное оружие*
Small Hybrid Burst Aerator I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — гибридное оружие*
Small Hybrid Burst Aerator I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — гибридное оружие*
Small Hybrid Burst Aerator I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — гибридное оружие*
Small Hybrid Collision Accelerator I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — гибридное оружие*
Small Hybrid Collision Accelerator I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — гибридное оружие*
Small Hybrid Collision Accelerator I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — гибридное оружие*
Small Hybrid Collision Accelerator I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — гибридное оружие*
Small Hybrid Collision Accelerator I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — гибридное оружие*
Small Hybrid Collision Accelerator I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — гибридное оружие*
Small Hybrid Discharge Elutriation I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — гибридное оружие*
Small Hybrid Discharge Elutriation I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — гибридное оружие*
Small Hybrid Discharge Elutriation I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — гибридное оружие*
Small Hybrid Discharge Elutriation I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — гибридное оружие*
Small Hybrid Discharge Elutriation I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — гибридное оружие*
Small Hybrid Discharge Elutriation I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — гибридное оружие*
Small Hybrid Locus Coordinator I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — гибридное оружие*
Small Hybrid Locus Coordinator I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — гибридное оружие*
Small Hybrid Locus Coordinator I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — гибридное оружие*
Small Hybrid Locus Coordinator I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — гибридное оружие*
Small Hybrid Locus Coordinator I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — гибридное оружие*
Small Hybrid Locus Coordinator I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — гибридное оружие*
Small Hybrid Metastasis Adjuster I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — гибридное оружие*
Small Hybrid Metastasis Adjuster I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — гибридное оружие*
Small Hybrid Metastasis Adjuster I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — гибридное оружие*
Small Hybrid Metastasis Adjuster I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — гибридное оружие*
Small Hybrid Metastasis Adjuster I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — гибридное оружие*
Small Hybrid Metastasis Adjuster I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — гибридное оружие*
Small Hydraulic Bay Thrusters I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — ракетное оружие*
Small Hydraulic Bay Thrusters I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — ракетное оружие*
Small Hyperspatial Velocity Optimizer I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — астронавигация*
Small Hyperspatial Velocity Optimizer I Blueprint*	10	20	93	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — астронавигация*
Small Hyperspatial Velocity Optimizer I Blueprint*	10	20	50	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — астронавигация*
Small Hyperspatial Velocity Optimizer I Blueprint*	10	20	50	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — астронавигация*
Small Hyperspatial Velocity Optimizer II Blueprint*	3	2	3	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Тюнинг-модуль — астронавигация*
Small Inverted Signal Field Projector I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — системы электронного противодействия*
Small Inverted Signal Field Projector I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — системы электронного противодействия*
Small Inverted Signal Field Projector I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — системы электронного противодействия*
Small Inverted Signal Field Projector I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — системы электронного противодействия*
Small Inverted Signal Field Projector I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — системы электронного противодействия*
Small Inverted Signal Field Projector I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — системы электронного противодействия*
Small Ionic Field Projector I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль для целеуказания*
Small Kinetic Armor Reinforcer I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — броня*
Small Kinetic Armor Reinforcer I Blueprint*	7	12	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — броня*
Small Kinetic Armor Reinforcer I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — броня*
Small Kinetic Armor Reinforcer I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — броня*
Small Kinetic Armor Reinforcer I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — броня*
Small Kinetic Armor Reinforcer I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — броня*
Small Kinetic Shield Reinforcer I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — щит*
Small Kinetic Shield Reinforcer I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rigs	Тюнинг-модуль — щит*
Small Kinetic Shield Reinforcer I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — щит*
Small Kinetic Shield Reinforcer I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — щит*
Small Kinetic Shield Reinforcer I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тюнинг-модуль — щит*
Small Kinetic Shield Reinforcer I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — щит*
Small Kinetic Shield Reinforcer I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — щит*
Small Kinetic Shield Reinforcer I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Тюнинг-модуль — щит*
